rank,source,title,reward,currency,payment_type,estimated_hours,payment_probability,execution_probability,eligibility_probability,receipt_probability,expected_receivable_value,revenue_velocity,direct_executability_score,queue_priority,requires_human_action,status,url,source_file,source_row,generated_at
273,remoteok,Medical Records and Health Information Manager,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-medical-records-and-health-information-manager-backpack-healthcare-1134824,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,5,2026-07-17T19:32:33.884354+00:00
274,remoteok,Jr Creative Strategist,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-jr-creative-strategist-trivium-group-1134870,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,6,2026-07-17T19:32:33.885353+00:00
275,remotive,Product Sales Specialist - Pet Health,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/sales/product-sales-specialist-pet-health-2091048,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,7,2026-07-17T19:32:33.885353+00:00
276,remotive,Client Success Coach (CSM),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/customer-service/client-success-coach-csm-2091039,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,8,2026-07-17T19:32:33.885353+00:00
277,remoteok,Virtual Executive Assistant,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-virtual-executive-assistant-zirtual-1134902,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,9,2026-07-17T19:32:33.885353+00:00
278,arbeitnow,Talent Acquisition Partner,0.0,EUR,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/sumup/talent-acquisition-partner-berlin-405782,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,10,2026-07-17T19:32:33.885353+00:00
279,remoteok,Podcaster and Content Creator Psychology Today,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-podcaster-and-content-creator-psychology-today-psychology-today-1134808,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,11,2026-07-17T19:32:33.886353+00:00
280,github_paid_issues,Pixel Art Creation with high Creative Thinking,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/SecureBananaLabs/bug-bounty/issues/80,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,12,2026-07-17T19:32:33.886353+00:00
281,github_paid_issues,Low Handing Fruit Automation,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/SecureBananaLabs/bug-bounty/issues/743,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,13,2026-07-17T19:32:33.886353+00:00
282,remoteok,Product Manager AI,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-product-manager-ai-yipitdata-1134770,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,14,2026-07-17T19:32:33.886353+00:00
283,github_paid_issues,"Front Yard Foods launch partner: proposal, agreements, recurring billing, and Shopify/Square architecture",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/johncollinsgit/TimberLine/issues/70,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,15,2026-07-17T19:32:33.886353+00:00
284,github_paid_issues,[$250] Web-Expense details-distance and rate menu items are shown after created unreported expense,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96343,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,16,2026-07-17T19:32:33.887352+00:00
285,github_paid_issues,[$250] Spends - feed:xxxx auto selected to Bank Account instead of Expensify Card,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96342,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,17,2026-07-17T19:32:33.887352+00:00
286,github_paid_issues,"[$250] Attachment - Landscape pdf file preview is truncated in ""Share to Expensify"" page",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/89905,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,18,2026-07-17T19:32:33.887352+00:00
287,github_paid_issues,[$250] Chat - Live markdown in composer is removed if the text exceeds 4000 characters,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/95210,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,19,2026-07-17T19:32:33.887352+00:00
288,github_paid_issues,[$250] Card - Error shows up when resolving fraud alert action,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96341,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,20,2026-07-17T19:32:33.887352+00:00
289,github_paid_issues,[$250] Unable to enter decimal amounts for XAF (FCFA) currency in New Expensify,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/95007,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,21,2026-07-17T19:32:33.888352+00:00
290,github_paid_issues,[$250] chat-Tapping invalid deeplink directs to hmm not here briefly & not directs frm self dm,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96314,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,22,2026-07-17T19:32:33.888352+00:00
291,github_paid_issues,[$250] Expense - user don't navigate back to main chat after merge the expenses,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96347,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,23,2026-07-17T19:32:33.888352+00:00
292,github_paid_issues,[Due for payment 2026-07-21] [$250] Add card status to Expensify Card table,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/95638,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,24,2026-07-17T19:32:33.888352+00:00
293,github_paid_issues,[$250] Insufficient spacing between Card name and Issue card button when window is resized,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/94988,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,25,2026-07-17T19:32:33.888352+00:00
294,github_paid_issues,[$250] No Cards Displayed During Corporate Card Feed Connection,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/95763,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,26,2026-07-17T19:32:33.888352+00:00
295,github_paid_issues,[$250] Public room-anon user first time tapping on sign in button or a thread open public room,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Expensify/App/issues/96346,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,27,2026-07-17T19:32:33.889352+00:00
296,github_paid_issues,[BOUNTY $200] WORKFLOW: n8n + Claude Code — automated weekly dev summary,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/claude-builders-bounty/claude-builders-bounty/issues/5,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,28,2026-07-17T19:32:33.889352+00:00
297,arbeitnow,"Staff Software Engineer - AI Data Platform & Snowflake (d/f/m, Berlin)",0.0,EUR,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/monda-labs/staff-software-engineer-ai-data-platform-snowflake-berlin-75874,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,29,2026-07-17T19:32:33.889352+00:00
298,arbeitnow,"Product Associate, Fund Finance @ b2venture (m/f/d)",0.0,EUR,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/b2venture-gmbh/product-associate-fund-finance-at-b2venture-berlin-77618,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,30,2026-07-17T19:32:33.889352+00:00
299,remotive,"Staff Software Engineer, Product (Belo Horizonte)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-belo-horizonte-2091056,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,31,2026-07-17T19:32:33.889352+00:00
300,remotive,"Staff Software Engineer, Product (Montevideo)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-montevideo-2091058,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,32,2026-07-17T19:32:33.890352+00:00
301,remotive,"Staff Software Engineer, Product (São Paulo)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-sao-paulo-2091055,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,33,2026-07-17T19:32:33.890352+00:00
302,remotive,"Staff Software Engineer, Product (Mexico City)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-mexico-city-2091050,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,34,2026-07-17T19:32:33.890352+00:00
303,remotive,"Staff Software Engineer, Product (Campinas)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-campinas-2091049,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,35,2026-07-17T19:32:33.890352+00:00
304,remotive,"Staff Software Engineer, Product (Florianópolis)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/software-development/staff-software-engineer-product-florianopolis-2091059,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,36,2026-07-17T19:32:33.890352+00:00
305,remotive,Staff Product Engineer (Mexico City),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-mexico-city-2091057,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,37,2026-07-17T19:32:33.891352+00:00
306,remotive,Staff Product Engineer (Montevideo),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-montevideo-2091054,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,38,2026-07-17T19:32:33.891352+00:00
307,remotive,Staff Product Engineer (Campinas),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-campinas-2091053,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,39,2026-07-17T19:32:33.891352+00:00
308,remotive,Staff Product Engineer (Belo Horizonte),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-belo-horizonte-2091052,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,40,2026-07-17T19:32:33.891352+00:00
309,remotive,Staff Product Engineer (Florianópolis),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-florianopolis-2091051,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,41,2026-07-17T19:32:33.891352+00:00
310,remotive,Staff Product Engineer (São Paulo),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/product/staff-product-engineer-sao-paulo-2091000,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,42,2026-07-17T19:32:33.892351+00:00
311,remotive,Senior Quality Engineer (Florianópolis),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/qa/senior-quality-engineer-florianopolis-2090994,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,43,2026-07-17T19:32:33.892351+00:00
312,remotive,Senior Quality Engineer (São Paulo),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/qa/senior-quality-engineer-sao-paulo-2090995,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,44,2026-07-17T19:32:33.892351+00:00
313,remotive,Senior Quality Engineer (Belo Horizonte),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/qa/senior-quality-engineer-belo-horizonte-2090996,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,45,2026-07-17T19:32:33.892351+00:00
314,remotive,Senior Quality Engineer (Campinas),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/qa/senior-quality-engineer-campinas-2090998,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,46,2026-07-17T19:32:33.892351+00:00
315,remotive,Senior Quality Engineer (Porto Alegre),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/qa/senior-quality-engineer-porto-alegre-2090997,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,47,2026-07-17T19:32:33.893351+00:00
316,remoteok,Chain Account Manager,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-chain-account-manager-celsius-1134880,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,48,2026-07-17T19:32:33.893351+00:00
317,github_paid_issues,[BOUNTY $100] 🐜The Memanto Bug & Exploit Challenge,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/moorcheh-ai/memanto/issues/770,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,49,2026-07-17T19:32:33.893351+00:00
318,arbeitnow,"Senior Engineering Manager, Supply Domain (all genders)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/distribusion-technologies/senior-engineering-manager-supply-domain-all-genders-berlin-309048,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,50,2026-07-17T19:32:33.893351+00:00
319,arbeitnow,"Engineering Manager, Search Engine (all genders)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/distribusion-technologies/engineering-manager-search-engine-all-genders-berlin-247347,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,51,2026-07-17T19:32:33.893351+00:00
320,github_paid_issues,[Bug] Inconsistency in the subscription flow depending on the user's login state,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/paypal/paypal-js/issues/975,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,52,2026-07-17T19:32:33.894352+00:00
321,arbeitnow,(Senior) IT Operations Engineer (gn),0.0,EUR,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-it-operations-engineer-gn-berlin-34428,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,53,2026-07-17T19:32:33.894352+00:00
322,arbeitnow,Lead IT Operations Engineer (gn),0.0,EUR,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/lead-it-operations-engineer-gn-uslar-379734,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,54,2026-07-17T19:32:33.894352+00:00
323,github_paid_issues,[BOUNTY $50] SKILL: Generate a structured CHANGELOG from git history,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/claude-builders-bounty/claude-builders-bounty/issues/1,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,55,2026-07-17T19:32:33.894352+00:00
324,remoteok,Video Podcast Editor,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-video-podcast-editor-betches-media-1134873,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,56,2026-07-17T19:32:33.894352+00:00
325,remoteok,Accountant,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-accountant-city-of-greater-sudbury-1134903,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,57,2026-07-17T19:32:33.895351+00:00
326,remoteok,Customer Support Associate,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-customer-support-associate-habitat-learn-1134917,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,58,2026-07-17T19:32:33.895351+00:00
327,remotive,Data Labeling Specialists,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,59,2026-07-17T19:32:33.895351+00:00
328,remotive,Mid/Senior AI Cinematic Video Editor,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/artificial-intelligence/mid-senior-ai-cinematic-video-editor-2091035,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,60,2026-07-17T19:32:33.895351+00:00
329,remotive,Mid/Senior AI Cinematic Video Editor,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remotive.com/remote-jobs/artificial-intelligence/mid-senior-ai-cinematic-video-editor-2090887,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,61,2026-07-17T19:32:33.895351+00:00
330,remoteok,Servpro is Hiring,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://remoteOK.com/remote-jobs/remote-servpro-is-hiring-servpro-of-vacaville-dixon-1134854,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,62,2026-07-17T19:32:33.896351+00:00
331,github_paid_issues,🎯 Bounty Alert: 12 New Opportunityies found,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/freedom-winds/BountyScout/issues/119,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,63,2026-07-17T19:32:33.896351+00:00
