rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
388,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Virtual Executive Assistant,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-virtual-executive-assistant-recruit-lytixs-hires-1134865,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:49.144675+00:00
389,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Submit] Adside — AI agents for paid ads (Meta / LinkedIn / Google Ads), remote/hosted",open_source_bounty,GitHub Paid Issues,https://github.com/chatmcp/mcpso/issues/3186,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:48.804736+00:00
390,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[$250] Unable to enter decimal amounts for XAF (FCFA) currency in New Expensify,open_source_bounty,GitHub Paid Issues,https://github.com/Expensify/App/issues/95007,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:48.241127+00:00
391,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[$250] Chat - Live markdown in composer is removed if the text exceeds 4000 characters,open_source_bounty,GitHub Paid Issues,https://github.com/Expensify/App/issues/95210,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:46.605838+00:00
392,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[$250] Attachment - Landscape pdf file preview is truncated in ""Share to Expensify"" page",open_source_bounty,GitHub Paid Issues,https://github.com/Expensify/App/issues/89905,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:45.332171+00:00
393,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[$250] Spends - feed:xxxx auto selected to Bank Account instead of Expensify Card,open_source_bounty,GitHub Paid Issues,https://github.com/Expensify/App/issues/96342,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:44.193751+00:00
394,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[$250] Web-Expense details-distance and rate menu items are shown after created unreported expense,open_source_bounty,GitHub Paid Issues,https://github.com/Expensify/App/issues/96343,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,"open to proposals by contributors Apply this label when an issue is open to proposals by contributors Weekly KSv2 KSv2 Description lanitochka17 opened on Jul 16, 2026",0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:42.217131+00:00
395,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Project Coordinator,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-project-coordinator-verasafe-1134911,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,open to individuals with experience in executive/administrative support who are looking to grow into a project management career within a legal consulting environment,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:40.973516+00:00
396,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Bug bounty] monk-agent launcher routes localhost health checks through configured proxy,open_source_bounty,GitHub Paid Issues,https://github.com/monk-io/monk-plugin/issues/8,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:40.634279+00:00
397,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Product Manager AI,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-product-manager-ai-yipitdata-1134770,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:39.652288+00:00
398,BLOCKED_NOT_EXECUTABLE,0.0,0.0,CCXT Prediction,open_source_bounty,GitHub Paid Issues,https://github.com/ccxt/ccxt/issues/29226,0.0,,"USDC, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:39.329921+00:00
399,BLOCKED_NOT_EXECUTABLE,0.0,0.0,feat: Quadratic funding rounds — DAO-run matching pools for scholarships,open_source_bounty,GitHub Paid Issues,https://github.com/bakeronchain/learnvault/issues/1033,0.0,,"USDC, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:38.368607+00:00
400,BLOCKED_NOT_EXECUTABLE,0.0,0.0,English Language Teacher Jobs Karachi Join GCE Academy,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-english-language-teacher-jobs-karachi-join-gce-academy-gce-academy-1134848,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:37.433253+00:00
401,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Senior Manager, Digital Marketing & Channel",paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/spire/senior-manager-digital-marketing-channel-munich-4035,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:36.546862+00:00
402,BLOCKED_NOT_EXECUTABLE,0.0,0.0,feat(contracts): Implement tier-based staking rewards in the backstop contract,open_source_bounty,GitHub Paid Issues,https://github.com/soroventures/SoroMint/issues/663,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:36.021202+00:00
403,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Add Engagement Triggered Automation,open_source_bounty,GitHub Paid Issues,https://github.com/genfeedai/genfeed.ai/issues/1170,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:35.240938+00:00
404,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Roadmap: v30.1.1 core safety and hardening release,open_source_bounty,GitHub Paid Issues,https://github.com/Blackcoin-Dev/Blackcoin/issues/8,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,eligibility,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:33.884659+00:00
405,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Heimdal Screen Stream] derive-activity-observations: local-vision derivation + span coalescing + governed publish,open_source_bounty,GitHub Paid Issues,https://github.com/RasmusTho/agentic-pkm-mvp/issues/3344,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:32.779108+00:00
406,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Codex Desktop automation_update can false-succeed without owner-host persistence or readback,open_source_bounty,GitHub Paid Issues,https://github.com/openai/codex/issues/33527,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:31.886230+00:00
407,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[TASK] Add paid-acquisition transition, cap, refund, and dispute invariants",open_source_bounty,GitHub Paid Issues,https://github.com/Plasius-LTD/economy/issues/6,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:31.002507+00:00
408,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Manager automation 3/4: outcome-aware reviewer routing without self-modifying policy,open_source_bounty,GitHub Paid Issues,https://github.com/Kh1ng/git-agent-harness/issues/508,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:30.220508+00:00
409,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[MASTER] Nashrino 10/10 Production Readiness and World-Class Certification Plan,open_source_bounty,GitHub Paid Issues,https://github.com/reza96ah-ship-it/publish/issues/160,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:29.525210+00:00
410,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Accountant,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-accountant-city-of-greater-sudbury-1134903,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:28.485983+00:00
411,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Bug] Inconsistency in the subscription flow depending on the user's login state,open_source_bounty,GitHub Paid Issues,https://github.com/paypal/paypal-js/issues/975,0.0,,"PayPal, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:28.132742+00:00
412,BLOCKED_LINK_INACTIVE,0.0,0.0,Android Engineer,paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/sumup/android-engineer-berlin-241655,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T18:54:27.213041+00:00
413,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Database Index Coverage, Query Performance & Cache-Stampede Surface in a Rails 8 Web3 Payment Platform",open_source_bounty,GitHub Paid Issues,https://github.com/baizhiheizi/quill/issues/1911,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:26.293297+00:00
414,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Product Associate, Fund Finance @ b2venture (m/f/d)",paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/b2venture-gmbh/product-associate-fund-finance-at-b2venture-berlin-77618,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:25.148868+00:00
415,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Head of Creative Studio & Brand Operations YOUNG,paid_development,Remote OK,https://remoteOK.com/remote-jobs/remote-head-of-creative-studio-amp-brand-operations-young-young-1134791,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:24.618351+00:00
416,BLOCKED_LINK_INACTIVE,0.0,0.0,Customer Operations & Writing Specialist,paid_development,Remotive,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T18:54:24.273080+00:00
417,BLOCKED_LINK_INACTIVE,0.0,0.0,Frontend Developer,paid_development,Remotive,https://remotive.com/remote-jobs/software-development/frontend-developer-2090991,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T18:54:23.180467+00:00
418,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Senior Project Manager (SaaS / Remote / German),paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/publitascom-bv/senior-project-manager-saas-remote-german-berlin-88647,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T18:54:22.796294+00:00
419,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Week 1] Research Round 1: 5 user interviews — workflow, tools, switching trigger, price",open_source_bounty,GitHub Paid Issues,https://github.com/reza96ah-ship-it/publish/issues/344,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:52.592065+00:00
420,BLOCKED_LINK_INACTIVE,0.0,0.0,Senior Product Engineer (Fullstack),paid_development,Remotive,https://remotive.com/remote-jobs/software-development/senior-product-engineer-fullstack-2091062,0.0,,,alta,80.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T12:41:51.921577+00:00
421,BLOCKED_NOT_EXECUTABLE,0.0,0.0,evensonarisnord,hackathon,Devpost Hackathons,https://evensonarisnord.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:49.931902+00:00
422,BLOCKED_NOT_EXECUTABLE,0.0,0.0,NeuralSprint,hackathon,Devpost Hackathons,https://neuralsprint.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:41:47.737334+00:00
423,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Senior Partner Success Manager (m/f/d),paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wellhub/senior-partner-success-manager-munchen-438586,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:46.464385+00:00
424,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Senior Partner Success Manager (m/f/d),paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wellhub/senior-partner-success-manager-berlin-173126,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:45.514104+00:00
425,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Senior Key Account Manager (m/f/d),paid_development,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wellhub/senior-key-account-manager-cologne-40850,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:44.796479+00:00
426,BLOCKED_LINK_INACTIVE,0.0,0.0,Redesign receipt layout and add durable Pickup Numbers,open_source_bounty,GitHub Paid Issues,https://github.com/ddannyc/table-order/issues/15,0.0,,GitHub Sponsors,baixa,8.0,alto,UNKNOWN_REVIEW_REQUIRED,"eligibility, Reprint auditing, and cross-merchant rejection",0,1,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T12:41:44.032867+00:00
427,BLOCKED_LINK_INACTIVE,0.0,0.0,Improve conversational quality,open_source_bounty,GitHub Paid Issues,https://github.com/Kayhusk/cadre-ai-chatbot/issues/11,0.0,,GitHub Sponsors,baixa,8.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T12:41:43.665939+00:00
428,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Add an accessible, source-attributed theme-family catalog",open_source_bounty,GitHub Paid Issues,https://github.com/MatheusBBarni/Kitten/issues/31,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:43.319421+00:00
429,BLOCKED_NOT_EXECUTABLE,0.0,0.0,📊 AI CLI Tools Digest 2026-07-15,open_source_bounty,GitHub Paid Issues,https://github.com/Chestnuts-0/os-feed/issues/450,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:42.721069+00:00
430,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Task 16 — Admin order management UI (16a/16b/16c),open_source_bounty,GitHub Paid Issues,https://github.com/jampissarandev/Mini-E-Commerce-Platform/issues/10,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:41:41.903976+00:00
431,BLOCKED_LINK_INACTIVE,0.0,0.0,Data Labeling Specialists,paid_development,Remotive,https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903,0.0,,,baixa,8.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-27T12:41:41.100103+00:00
